Date,SPG
2004-11-05,21.96161651611328
2004-11-08,22.338430404663086
2004-11-09,22.228059768676758
2004-11-10,22.425975799560547
2004-11-11,22.7723388671875
2004-11-12,23.487892150878906
2004-11-15,23.720979690551758
2004-11-16,23.442047119140625
2004-11-17,22.773351669311523
2004-11-18,22.968229293823242
2004-11-19,22.796289443969727
2004-11-22,22.74279022216797
2004-11-23,23.243349075317383
2004-11-24,23.667478561401367
2004-11-26,23.48406982421875
2004-11-29,23.472612380981445
2004-11-30,23.720979690551758
2004-12-01,24.24446678161621
2004-12-02,23.896739959716797
2004-12-03,24.359085083007812
2004-12-06,24.45461654663086
2004-12-07,24.09161949157715
2004-12-08,24.17949867248535
2004-12-09,24.51957130432129
2004-12-10,24.649490356445312
2004-12-13,24.829082489013672
2004-12-14,24.64567756652832
2004-12-15,24.760303497314453
2004-12-16,24.473722457885742
2004-12-17,24.71063232421875
2004-12-20,24.7794132232666
2004-12-21,24.9704532623291
2004-12-22,24.79850959777832
2004-12-23,24.404951095581055
2004-12-27,24.370555877685547
2004-12-28,24.53103256225586
2004-12-29,24.836719512939453
2004-12-30,24.836719512939453
