Date,GS
2017-11-16,198.93031311035156
2017-11-17,197.8083953857422
2017-11-20,197.89976501464844
2017-11-21,197.8083953857422
2017-11-22,196.48695373535156
2017-11-24,196.0880584716797
2017-11-27,195.38995361328125
2017-11-28,198.9635772705078
2017-11-29,201.21441650390625
2017-11-30,206.44984436035156
2017-12-01,207.5419921875
2017-12-04,208.959228515625
2017-12-05,207.0251007080078
2017-12-06,205.0409698486328
2017-12-07,207.21682739257812
2017-12-08,208.7091522216797
2017-12-11,208.52569580078125
2017-12-12,214.81993103027344
2017-12-13,213.05250549316406
2017-12-14,212.98590087890625
2017-12-15,214.39474487304688
2017-12-18,216.7706756591797
2017-12-19,213.8195343017578
2017-12-20,212.73574829101562
2017-12-21,217.5960693359375
2017-12-22,215.89532470703125
2017-12-26,214.85328674316406
2017-12-27,213.3776397705078
2017-12-28,213.836181640625
2017-12-29,212.3855743408203
2018-01-02,213.1442413330078
2018-01-03,211.1601104736328
2018-01-04,214.11129760742188
2018-01-05,213.0192108154297
2018-01-08,209.92630004882812
2018-01-09,211.70201110839844
2018-01-10,212.02716064453125
2018-01-11,212.69403076171875
2018-01-12,214.2779998779297
2018-01-16,215.47021484375
2018-01-17,211.46026611328125
2018-01-18,209.22596740722656
2018-01-19,213.5194091796875
2018-01-22,218.021240234375
2018-01-23,216.8290557861328
2018-01-24,221.4893035888672
2018-01-25,224.2820587158203
2018-01-26,223.5401153564453
2018-01-29,227.1582489013672
2018-01-30,224.20706176757812
2018-01-31,223.33168029785156
2018-02-01,226.94985961914062
2018-02-02,216.7873992919922
2018-02-05,207.67539978027344
2018-02-06,215.67025756835938
2018-02-07,214.33639526367188
2018-02-08,205.3744354248047
2018-02-09,207.8338165283203
2018-02-12,211.05172729492188
2018-02-13,213.02757263183594
2018-02-14,218.90487670898438
2018-02-15,223.15664672851562
2018-02-16,223.1066131591797
2018-02-20,220.8306884765625
2018-02-21,219.58853149414062
2018-02-22,217.9461669921875
2018-02-23,222.39797973632812
2018-02-26,226.1411590576172
2018-02-27,223.36500549316406
2018-02-28,219.81198120117188
2018-03-01,214.67050170898438
2018-03-02,215.79080200195312
2018-03-05,219.97084045410156
2018-03-06,223.15599060058594
2018-03-07,221.83511352539062
2018-03-08,222.66278076171875
2018-03-09,226.3662567138672
2018-03-12,228.54832458496094
2018-03-13,224.49366760253906
2018-03-14,221.06600952148438
2018-03-15,222.88844299316406
2018-03-16,223.71615600585938
2018-03-19,219.47755432128906
2018-03-20,220.0293426513672
2018-03-21,218.90908813476562
2018-03-22,211.17599487304688
2018-03-23,205.03970336914062
