Date,TECH
2007-11-29,13.24383544921875
2007-11-30,13.585831642150879
2007-12-03,13.533690452575684
2007-12-04,14.259377479553223
2007-12-05,14.367817878723145
2007-12-06,14.461657524108887
2007-12-07,14.369900703430176
2007-12-10,14.576353073120117
2007-12-11,14.499194145202637
2007-12-12,14.369900703430176
2007-12-13,14.392838478088379
2007-12-14,14.20724868774414
2007-12-17,14.025823593139648
2007-12-18,14.023746490478516
2007-12-19,13.986205101013184
2007-12-20,14.221850395202637
2007-12-21,14.259377479553223
2007-12-24,14.39075756072998
2007-12-26,14.284409523010254
2007-12-27,13.934072494506836
2007-12-28,14.04667854309082
2007-12-31,13.773503303527832
2008-01-02,13.994550704956055
2008-01-03,14.073785781860352
2008-01-04,14.203080177307129
2008-01-07,14.284409523010254
2008-01-08,14.238529205322266
2008-01-09,14.04667854309082
2008-01-10,14.061274528503418
2008-01-11,13.963268280029297
2008-01-14,13.894454002380371
2008-01-15,13.738053321838379
2008-01-16,13.783927917480469
2008-01-17,13.783927917480469
2008-01-18,13.425251960754395
2008-01-22,12.6161527633667
2008-01-23,12.716251373291016
2008-01-24,12.405538558959961
2008-01-25,12.451414108276367
2008-01-28,12.63492202758789
2008-01-29,13.621275901794434
2008-01-30,13.38771915435791
2008-01-31,13.554547309875488
2008-02-01,13.731796264648438
2008-02-04,13.91739273071289
2008-02-05,13.521177291870117
2008-02-06,13.604588508605957
2008-02-07,13.829805374145508
2008-02-08,13.88611125946045
2008-02-11,14.248955726623535
2008-02-12,14.37198543548584
2008-02-13,14.461657524108887
2008-02-14,14.284409523010254
2008-02-15,14.196824073791504
2008-02-19,14.184308052062988
2008-02-20,14.332366943359375
2008-02-21,14.221850395202637
2008-02-22,14.100902557373047
2008-02-25,14.365730285644531
2008-02-26,14.532561302185059
2008-02-27,14.478339195251465
2008-02-28,14.365730285644531
2008-02-29,14.261466026306152
2008-03-03,14.54715633392334
2008-03-04,14.647247314453125
2008-03-05,14.830757141113281
2008-03-06,14.37198543548584
2008-03-07,14.203080177307129
2008-03-10,13.827722549438477
2008-03-11,13.744311332702637
2008-03-12,13.92573356628418
2008-03-13,13.909049987792969
2008-03-14,13.961179733276367
2008-03-17,13.535780906677246
2008-03-18,13.658811569213867
2008-03-19,13.798529624938965
2008-03-20,13.76098918914795
2008-03-24,13.746394157409668
2008-03-25,13.775588989257812
2008-03-26,13.767245292663574
2008-03-27,13.957009315490723
2008-03-28,13.89028549194336
2008-03-31,14.04667854309082
2008-04-01,14.545069694519043
2008-04-02,14.5283842086792
2008-04-03,14.380331993103027
2008-04-04,14.588865280151367
2008-04-07,14.469995498657227
2008-04-08,14.388671875
2008-04-09,14.27189826965332
2008-04-10,14.403275489807129
2008-04-11,14.284409523010254
2008-04-14,14.288578987121582
2008-04-15,13.873595237731934
2008-04-16,14.075874328613281
2008-04-17,13.854826927185059
2008-04-18,13.675492286682129
2008-04-21,13.66715145111084
2008-04-22,13.521177291870117
2008-04-23,13.85065746307373
2008-04-24,13.829805374145508
2008-04-25,13.854826927185059
2008-04-28,13.894454002380371
2008-04-29,14.970480918884277
2008-04-30,15.122703552246094
2008-05-01,15.32706069946289
2008-05-02,15.01218318939209
2008-05-05,15.324969291687012
2008-05-06,15.122703552246094
2008-05-07,15.116440773010254
2008-05-08,15.333317756652832
2008-05-09,15.337488174438477
2008-05-12,15.552282333374023
2008-05-13,15.302044868469238
2008-05-14,15.366681098937988
2008-05-15,15.560624122619629
2008-05-16,15.577298164367676
2008-05-19,15.735783576965332
2008-05-20,15.831707954406738
2008-05-21,15.819195747375488
2008-05-22,15.79208755493164
2008-05-23,15.708669662475586
2008-05-27,16.209152221679688
2008-05-28,16.204980850219727
2008-05-29,16.553234100341797
2008-05-30,16.369722366333008
2008-06-02,15.854657173156738
2008-06-03,15.883848190307617
2008-06-04,15.93805980682373
2008-06-05,16.144508361816406
2008-06-06,16.011043548583984
2008-06-09,15.815027236938477
2008-06-10,15.72745132446289
2008-06-11,15.61483097076416
2008-06-12,15.679474830627441
2008-06-13,15.862993240356445
2008-06-16,16.177871704101562
2008-06-17,16.332183837890625
2008-06-18,16.48858070373535
2008-06-19,16.30923843383789
2008-06-20,16.123653411865234
2008-06-23,16.626222610473633
2008-06-24,16.190383911132812
2008-06-25,16.61579132080078
2008-06-26,16.444793701171875
2008-06-27,16.400997161865234
2008-06-30,16.13825225830078
2008-07-01,16.538625717163086
2008-07-02,16.5782527923584
2008-07-03,16.242515563964844
2008-07-07,16.24043083190918
2008-07-08,16.24043083190918
2008-07-09,16.630390167236328
2008-07-10,16.594932556152344
2008-07-11,16.315500259399414
2008-07-14,15.931803703308105
2008-07-15,15.908858299255371
2008-07-16,15.821290016174316
2008-07-17,15.865069389343262
2008-07-18,15.829627990722656
2008-07-21,16.081947326660156
2008-07-22,16.357210159301758
2008-07-23,16.259201049804688
2008-07-24,16.638731002807617
2008-07-25,16.559486389160156
