Date,BA
2014-04-23,112.27542114257812
2014-04-24,111.6136245727539
2014-04-25,110.58223724365234
2014-04-28,109.18983459472656
2014-04-29,110.33297729492188
2014-04-30,110.89166259765625
2014-05-01,110.41033172607422
2014-05-02,111.68238067626953
2014-05-05,113.41856384277344
2014-05-06,112.44731140136719
2014-05-07,112.66340637207031
2014-05-08,112.85356903076172
2014-05-09,113.3116455078125
2014-05-12,114.60811614990234
2014-05-13,115.34278869628906
2014-05-14,114.94517517089844
2014-05-15,113.40673065185547
2014-05-16,113.06098175048828
2014-05-19,113.52774810791016
2014-05-20,111.99788665771484
2014-05-21,113.19063568115234
2014-05-22,113.95124816894531
2014-05-23,114.44392395019531
2014-05-27,115.965087890625
2014-05-28,116.10337829589844
2014-05-29,116.80345916748047
2014-05-30,116.89855194091797
2014-06-02,117.46034240722656
2014-06-03,117.44309997558594
2014-06-04,116.96768951416016
2014-06-05,118.25553894042969
2014-06-06,119.49148559570312
2014-06-09,119.24082946777344
2014-06-10,118.62718963623047
2014-06-11,115.90460205078125
2014-06-12,114.25373840332031
2014-06-13,114.34014892578125
2014-06-16,114.55625915527344
2014-06-17,114.47846221923828
2014-06-18,114.50439453125
2014-06-19,114.79828643798828
2014-06-20,114.17597198486328
2014-06-23,113.0955581665039
2014-06-24,111.62622833251953
2014-06-25,109.8198013305664
2014-06-26,110.64958190917969
2014-06-27,111.09898376464844
2014-06-30,109.96674346923828
2014-07-01,110.76190948486328
2014-07-02,110.30381774902344
2014-07-03,111.07305145263672
2014-07-07,111.5743637084961
2014-07-08,109.5864486694336
2014-07-09,109.5864486694336
2014-07-10,109.5864486694336
2014-07-11,110.71005249023438
2014-07-14,111.94601440429688
2014-07-15,111.58302307128906
2014-07-16,110.13096618652344
2014-07-17,108.79991149902344
2014-07-18,110.32112121582031
2014-07-21,110.89157104492188
2014-07-22,112.13618469238281
2014-07-23,109.51730346679688
2014-07-24,107.520751953125
2014-07-25,106.48355102539062
2014-07-28,106.36255645751953
2014-07-29,105.72294616699219
2014-07-30,105.69703674316406
2014-07-31,104.13262939453125
2014-08-01,104.04617309570312
2014-08-04,103.65727233886719
2014-08-05,104.8154296875
2014-08-06,102.90241241455078
2014-08-07,104.20674133300781
2014-08-08,104.89368438720703
2014-08-11,105.04151916503906
2014-08-12,104.75457000732422
2014-08-13,106.06758880615234
2014-08-14,107.91973876953125
2014-08-15,107.0936508178711
2014-08-18,108.67623138427734
2014-08-19,109.19795989990234
2014-08-20,110.737060546875
2014-08-21,110.86749267578125
2014-08-22,110.83271026611328
2014-08-25,111.5892105102539
2014-08-26,111.82401275634766
2014-08-27,111.47616577148438
2014-08-28,110.52838134765625
2014-08-29,110.2588119506836
2014-09-02,109.11099243164062
2014-09-03,109.5110092163086
2014-09-04,109.09362030029297
2014-09-05,108.424072265625
2014-09-08,111.28487396240234
2014-09-09,111.48487091064453
2014-09-10,111.49359130859375
2014-09-11,110.98924255371094
2014-09-12,110.38922882080078
2014-09-15,109.83272552490234
2014-09-16,110.71097564697266
2014-09-17,111.09355163574219
2014-09-18,111.80660247802734
2014-09-19,112.47616577148438
2014-09-22,111.83271026611328
2014-09-23,110.76316833496094
2014-09-24,111.80660247802734
2014-09-25,110.554443359375
2014-09-26,111.90225982666016
2014-09-29,111.9718246459961
2014-09-30,110.76316833496094
2014-10-01,108.40666961669922
2014-10-02,107.9719009399414
2014-10-03,109.8761978149414
2014-10-06,109.78927612304688
2014-10-07,107.23278045654297
2014-10-08,108.67623138427734
2014-10-09,106.74584197998047
2014-10-10,105.65019989013672
2014-10-13,104.73716735839844
2014-10-14,106.337158203125
2014-10-15,104.5110855102539
2014-10-16,104.59805297851562
2014-10-17,107.1632080078125
2014-10-20,108.09364318847656
2014-10-21,110.53707885742188
2014-10-22,105.60672760009766
2014-10-23,106.11107635498047
2014-10-24,106.29367065429688
2014-10-27,106.18931579589844
2014-10-28,107.48495483398438
2014-10-29,107.02409362792969
2014-10-30,107.66754913330078
2014-10-31,108.61534881591797
2014-11-03,109.58927917480469
2014-11-04,109.42403411865234
2014-11-05,108.64563751220703
2014-11-06,108.96047973632812
2014-11-07,108.84679412841797
2014-11-10,109.01296997070312
2014-11-11,109.6427001953125
2014-11-12,110.08875274658203
2014-11-13,112.41525268554688
2014-11-14,112.70386505126953
2014-11-17,112.31903839111328
2014-11-18,114.27820587158203
2014-11-19,115.10908508300781
2014-11-20,115.18781280517578
2014-11-21,116.13238525390625
2014-11-24,117.73296356201172
2014-11-25,117.90787506103516
2014-11-26,117.88164520263672
2014-11-28,117.51429748535156
2014-12-01,115.79129028320312
2014-12-02,115.6950912475586
2014-12-03,115.4239730834961
2014-12-04,114.85546112060547
2014-12-05,115.63386535644531
2014-12-08,113.94585418701172
2014-12-09,113.4035873413086
2014-12-10,109.01296997070312
2014-12-11,107.9022216796875
2014-12-12,105.62818145751953
2014-12-15,106.77393341064453
2014-12-16,108.67185974121094
2014-12-17,109.38030242919922
2014-12-18,109.91383361816406
2014-12-19,110.40362548828125
2014-12-22,112.14413452148438
2014-12-23,113.7271957397461
2014-12-24,114.78545379638672
2014-12-26,115.12657165527344
2014-12-29,115.70381164550781
2014-12-30,115.30150604248047
2014-12-31,113.6834487915039
2015-01-02,113.65721893310547
2015-01-05,112.87006378173828
2015-01-06,111.54063415527344
2015-01-07,113.27237701416016
2015-01-08,115.27527618408203
2015-01-09,115.04785919189453
2015-01-12,114.46186828613281
2015-01-13,114.72425842285156
2015-01-14,114.03330993652344
2015-01-15,113.8233871459961
2015-01-16,114.3831558227539
2015-01-20,114.76800537109375
2015-01-21,115.80882263183594
2015-01-22,118.6337890625
2015-01-23,117.74169158935547
2015-01-26,117.26067352294922
2015-01-27,115.87001037597656
2015-01-28,122.13227844238281
2015-01-29,129.251708984375
2015-01-30,127.14389038085938
2015-02-02,127.92232513427734
2015-02-03,128.86688232421875
2015-02-04,128.76194763183594
2015-02-05,129.9689483642578
2015-02-06,129.4441375732422
2015-02-09,129.0768280029297
2015-02-10,129.4791259765625
2015-02-11,130.1743927001953
2015-02-12,130.32394409179688
2015-02-13,131.76724243164062
2015-02-17,131.9344024658203
2015-02-18,133.0344696044922
2015-02-19,135.30496215820312
2015-02-20,139.31790161132812
2015-02-23,136.1761474609375
2015-02-24,135.85935974121094
2015-02-25,134.6537322998047
2015-02-26,133.5272674560547
2015-02-27,132.75286865234375
2015-03-02,135.34896850585938
2015-03-03,136.9066162109375
2015-03-04,135.83299255371094
2015-03-05,135.93858337402344
2015-03-06,134.7505340576172
2015-03-09,136.1849822998047
2015-03-10,134.13449096679688
2015-03-11,133.0344696044922
2015-03-12,133.800048828125
2015-03-13,133.386474609375
2015-03-16,135.23455810546875
2015-03-17,135.97377014160156
2015-03-18,137.04739379882812
2015-03-19,135.6217498779297
2015-03-20,135.96498107910156
2015-03-23,134.47772216796875
2015-03-24,133.45687866210938
2015-03-25,130.4471435546875
2015-03-26,130.39439392089844
2015-03-27,130.99278259277344
2015-03-30,134.3809051513672
2015-03-31,132.07521057128906
2015-04-01,130.80799865722656
2015-04-02,131.37120056152344
2015-04-06,132.82327270507812
2015-04-07,134.04652404785156
2015-04-08,134.9617462158203
2015-04-09,135.01455688476562
