Date,T
2008-11-17,5.754635334014893
2008-11-18,5.711644172668457
2008-11-19,5.423590660095215
2008-11-20,5.268815994262695
2008-11-21,5.414990425109863
2008-11-24,5.791181564331055
2008-11-25,5.866420745849609
2008-11-26,6.10288143157959
2008-11-28,6.139426231384277
2008-12-01,5.7954816818237305
2008-12-02,6.027642726898193
2008-12-03,6.251208305358887
2008-12-04,6.05558967590332
2008-12-05,6.051290035247803
2008-12-08,6.444679260253906
2008-12-09,6.268405914306641
2008-12-10,6.0362420082092285
2008-12-11,6.006147384643555
2008-12-12,6.057739734649658
2008-12-15,5.832024097442627
2008-12-16,6.068488597869873
2008-12-17,6.044839859008789
2008-12-18,5.95885705947876
2008-12-19,6.044839859008789
2008-12-22,6.046990871429443
2008-12-23,5.95885705947876
2008-12-24,5.9825005531311035
2008-12-26,6.006147384643555
2008-12-29,5.988948822021484
2008-12-30,6.068488597869873
2008-12-31,6.126529693603516
2009-01-02,6.324296951293945
2009-01-05,6.111483573913574
2009-01-06,6.083535194396973
2009-01-07,5.963613510131836
2009-01-08,5.957038879394531
2009-01-09,5.847454071044922
2009-01-12,5.685269832611084
2009-01-13,5.696225166320801
2009-01-14,5.569108963012695
2009-01-15,5.50554895401001
2009-01-16,5.529657363891602
2009-01-20,5.483633041381836
2009-01-21,5.6523919105529785
2009-01-22,5.591026306152344
2009-01-23,5.72471809387207
2009-01-26,5.880331516265869
2009-01-27,5.683077335357666
2009-01-28,5.678692817687988
2009-01-29,5.4156880378723145
2009-01-30,5.395963668823242
2009-02-02,5.514316082000732
2009-02-03,5.56033992767334
2009-02-04,5.404730319976807
2009-02-05,5.512123107910156
2009-02-06,5.715951919555664
2009-02-09,5.674307346343994
2009-02-10,5.382814407348633
2009-02-11,5.356513023376465
2009-02-12,5.323637962341309
2009-02-13,5.301723003387451
2009-02-17,5.089126110076904
2009-02-18,5.032143592834473
2009-02-19,5.082550525665283
2009-02-20,5.168025970458984
