Date,GD
2009-06-15,39.19424057006836
2009-06-16,38.77584457397461
2009-06-17,38.88383483886719
2009-06-18,39.28196716308594
2009-06-19,39.6396369934082
2009-06-22,38.769081115722656
2009-06-23,37.783843994140625
2009-06-24,36.80532455444336
2009-06-25,37.66911697387695
2009-06-26,37.42618179321289
2009-06-29,38.46542739868164
2009-06-30,37.62980270385742
2009-07-01,37.82680130004883
2009-07-02,36.427330017089844
2009-07-06,36.637939453125
2009-07-07,35.36752700805664
2009-07-08,35.26563262939453
2009-07-09,35.014251708984375
2009-07-10,35.04822540283203
2009-07-13,35.5237922668457
2009-07-14,36.074073791503906
2009-07-15,36.78059387207031
2009-07-16,37.201805114746094
2009-07-17,36.386573791503906
2009-07-20,37.00480651855469
2009-07-21,37.05915069580078
2009-07-22,36.68548583984375
2009-07-23,36.48848342895508
2009-07-24,35.659664154052734
2009-07-27,35.25204849243164
2009-07-28,36.50885009765625
2009-07-29,37.05915069580078
2009-07-30,37.45317077636719
2009-07-31,37.62980270385742
2009-08-03,38.044219970703125
2009-08-04,38.3838996887207
2009-08-05,38.220855712890625
2009-08-06,38.343116760253906
2009-08-07,39.09043502807617
2009-08-10,38.59449768066406
2009-08-11,38.18688201904297
2009-08-12,38.81189727783203
2009-08-13,38.77792739868164
2009-08-14,38.20726776123047
2009-08-17,37.38523483276367
2009-08-18,37.62300109863281
2009-08-19,37.765682220458984
2009-08-20,37.915138244628906
2009-08-21,39.73582458496094
2009-08-24,39.90567398071289
2009-08-25,39.88528823852539
2009-08-26,39.898868560791016
2009-08-27,40.72770309448242
2009-08-28,40.60541534423828
2009-08-31,40.21138381958008
2009-09-01,39.8105583190918
2009-09-02,39.491241455078125
2009-09-03,39.9464225769043
2009-09-04,41.08775329589844
2009-09-08,42.73860549926758
2009-09-09,42.24946212768555
2009-09-10,42.48043441772461
2009-09-11,43.03071212768555
2009-09-14,42.86768341064453
2009-09-15,42.888065338134766
2009-09-16,42.996761322021484
2009-09-17,43.77122497558594
2009-09-18,43.893516540527344
2009-09-21,43.23454666137695
2009-09-22,43.38397216796875
2009-09-23,42.955989837646484
2009-09-24,42.31060028076172
2009-09-25,42.7929573059082
2009-09-28,43.845951080322266
2009-09-29,43.79840850830078
2009-09-30,43.886722564697266
2009-10-01,42.90164566040039
2009-10-02,42.854095458984375
2009-10-05,44.0022087097168
2009-10-06,44.78346633911133
2009-10-07,44.76295852661133
2009-10-08,44.60581970214844
2009-10-09,45.20712661743164
2009-10-12,44.831302642822266
2009-10-13,44.8176383972168
2009-10-14,45.67859649658203
2009-10-15,45.999752044677734
2009-10-16,46.29356384277344
2009-10-19,46.942691802978516
2009-10-20,46.211570739746094
2009-10-21,45.57610321044922
2009-10-22,46.29356384277344
2009-10-23,45.507774353027344
2009-10-26,45.070465087890625
2009-10-27,44.94746398925781
2009-10-28,43.936180114746094
2009-10-29,43.492042541503906
2009-10-30,42.8429069519043
2009-11-02,43.061561584472656
2009-11-03,42.740413665771484
2009-11-04,43.628684997558594
2009-11-05,44.68098068237305
2009-11-06,44.810813903808594
2009-11-09,45.99290466308594
2009-11-10,45.48044204711914
2009-11-11,45.76060485839844
2009-11-12,45.58975601196289
2009-11-13,46.24573516845703
2009-11-16,46.60789489746094
2009-11-17,46.42338180541992
2009-11-18,46.01340866088867
2009-11-19,45.35744094848633
2009-11-20,45.41893768310547
2009-11-23,46.13640594482422
2009-11-24,45.999752044677734
2009-11-25,46.55322265625
2009-11-27,45.835750579833984
2009-11-30,45.02946853637695
2009-12-01,45.87675476074219
2009-12-02,45.84259033203125
2009-12-03,45.63076400756836
2009-12-04,46.15007019042969
2009-12-07,46.382389068603516
2009-12-08,46.341407775878906
2009-12-09,46.396053314208984
2009-12-10,46.471221923828125
2009-12-11,47.1545295715332
2009-12-14,48.281982421875
2009-12-15,47.605499267578125
2009-12-16,47.45516586303711
2009-12-17,46.812889099121094
2009-12-18,46.62839126586914
2009-12-21,46.86753463745117
2009-12-22,46.60106658935547
2009-12-23,46.60106658935547
2009-12-24,46.696720123291016
2009-12-28,46.853878021240234
2009-12-29,46.8401985168457
2009-12-30,46.942691802978516
2009-12-31,46.58054733276367
2010-01-04,47.277523040771484
2010-01-05,47.352684020996094
2010-01-06,47.31168746948242
2010-01-07,47.44837951660156
2010-01-08,47.44837951660156
2010-01-11,48.32981491088867
2010-01-12,48.03597640991211
2010-01-13,48.8260383605957
2010-01-14,48.84667205810547
2010-01-15,48.51002502441406
2010-01-19,48.56497573852539
2010-01-20,47.651248931884766
2010-01-21,46.8131217956543
2010-01-22,46.043643951416016
2010-01-25,46.62074279785156
2010-01-26,47.21158218383789
2010-01-27,46.187931060791016
2010-01-28,46.4421272277832
2010-01-29,45.92685317993164
2010-02-01,47.699363708496094
2010-02-02,48.11155700683594
2010-02-03,48.173377990722656
2010-02-04,46.82683181762695
2010-02-05,45.79631805419922
2010-02-08,45.583351135253906
2010-02-09,46.74439239501953
2010-02-10,46.46958541870117
2010-02-11,46.57952117919922
2010-02-12,46.682586669921875
2010-02-16,47.987892150878906
2010-02-17,48.15965270996094
2010-02-18,49.313819885253906
2010-02-19,49.88405990600586
2010-02-22,49.85657501220703
2010-02-23,49.33444595336914
2010-02-24,49.8771858215332
2010-02-25,49.60236740112305
2010-02-26,49.84284210205078
