Date,MA
2011-10-03,28.617855072021484
2011-10-04,28.321435928344727
2011-10-05,28.85746192932129
2011-10-06,29.127304077148438
2011-10-07,28.68523597717285
2011-10-10,30.006872177124023
2011-10-11,30.347625732421875
2011-10-12,30.207632064819336
2011-10-13,30.944421768188477
2011-10-14,31.459266662597656
2011-10-17,30.864307403564453
2011-10-18,31.303611755371094
2011-10-19,29.8189640045166
2011-10-20,29.994884490966797
2011-10-21,30.70589256286621
2011-10-24,31.377290725708008
2011-10-25,30.163421630859375
2011-10-26,30.306175231933594
2011-10-27,32.15646743774414
2011-10-28,32.65654754638672
2011-10-31,31.980533599853516
2011-11-01,30.788785934448242
2011-11-02,32.940223693847656
2011-11-03,33.76266098022461
2011-11-04,33.16401672363281
2011-11-07,33.700050354003906
2011-11-08,33.89897537231445
2011-11-09,32.919952392578125
2011-11-10,33.165863037109375
2011-11-11,34.09053039550781
2011-11-14,33.825294494628906
2011-11-15,34.19920349121094
2011-11-16,33.24782180786133
2011-11-17,33.09954833984375
2011-11-18,33.194419860839844
2011-11-21,32.40052032470703
2011-11-22,32.6537971496582
2011-11-23,31.963058471679688
2011-11-25,31.884756088256836
2011-11-28,33.08665084838867
2011-11-29,32.94207000732422
2011-11-30,34.49576950073242
2011-12-01,35.08612823486328
2011-12-02,34.848514556884766
2011-12-05,34.33829116821289
2011-12-06,34.196441650390625
2011-12-07,34.477359771728516
2011-12-08,34.01317596435547
2011-12-09,34.76008987426758
2011-12-12,34.19461441040039
2011-12-13,33.97910690307617
2011-12-14,33.258880615234375
2011-12-15,33.082969665527344
2011-12-16,33.35465621948242
2011-12-19,33.0396842956543
2011-12-20,34.43682098388672
2011-12-21,34.46170425415039
2011-12-22,34.19184875488281
2011-12-23,34.82733917236328
2011-12-27,34.514198303222656
2011-12-28,34.424861907958984
2011-12-29,34.83839797973633
2011-12-30,34.33644104003906
2012-01-03,33.92660140991211
2012-01-04,32.810367584228516
2012-01-05,32.47035598754883
2012-01-06,31.59597396850586
2012-01-09,31.863189697265625
2012-01-10,32.140506744384766
2012-01-11,31.462385177612305
2012-01-12,31.63099479675293
2012-01-13,31.24216651916504
2012-01-17,31.876995086669922
2012-01-18,32.467594146728516
2012-01-19,32.51551055908203
