Date,AIG
2009-03-04,5.373775959014893
2009-03-05,4.3740034103393555
2009-03-06,4.3740034103393555
2009-03-09,4.3740034103393555
2009-03-10,5.248803615570068
2009-03-11,5.123831748962402
2009-03-12,5.123831748962402
2009-03-13,6.248575210571289
2009-03-16,10.372635841369629
2009-03-17,11.997270584106445
2009-03-18,17.246078491210938
2009-03-19,20.245391845703125
2009-03-20,15.746408462524414
2009-03-23,18.495786666870117
2009-03-24,17.37103271484375
2009-03-25,14.99657917022705
2009-03-26,13.746869087219238
2009-03-27,12.747095108032227
2009-03-30,11.872292518615723
2009-03-31,12.497150421142578
2009-04-01,13.371956825256348
2009-04-02,14.246750831604004
2009-04-03,14.246750831604004
2009-04-06,13.746869087219238
2009-04-07,13.122014045715332
2009-04-08,13.496923446655273
2009-04-09,14.496698379516602
2009-04-13,17.745952606201172
2009-04-14,18.995676040649414
2009-04-15,19.995447158813477
2009-04-16,21.12018585205078
2009-04-17,20.245391845703125
2009-04-20,16.12133026123047
2009-04-21,18.245847702026367
2009-04-22,17.870927810668945
2009-04-23,18.745725631713867
2009-04-24,18.245847702026367
2009-04-27,17.496013641357422
2009-04-28,16.746183395385742
2009-04-29,17.620986938476562
2009-04-30,17.246078491210938
2009-05-01,17.246078491210938
2009-05-04,18.245847702026367
2009-05-05,21.620075225830078
2009-05-06,22.994762420654297
2009-05-07,24.36945152282715
2009-05-08,25.11927604675293
2009-05-11,23.744585037231445
2009-05-12,22.619844436645508
2009-05-13,19.995447158813477
2009-05-14,22.994762420654297
2009-05-15,21.49510383605957
2009-05-18,22.869796752929688
2009-05-19,22.619844436645508
2009-05-20,22.24493980407715
2009-05-21,22.494874954223633
2009-05-22,21.245161056518555
2009-05-26,21.245161056518555
2009-05-27,20.745271682739258
2009-05-28,20.87025260925293
2009-05-29,21.12018585205078
2009-06-01,20.745271682739258
2009-06-02,19.495555877685547
2009-06-03,18.370813369750977
2009-06-04,20.49532699584961
2009-06-05,21.37013053894043
2009-06-08,20.745271682739258
2009-06-09,20.62030029296875
2009-06-10,19.995447158813477
2009-06-11,20.120410919189453
2009-06-12,20.120410919189453
2009-06-15,19.120641708374023
2009-06-16,18.495786666870117
2009-06-17,17.496013641357422
2009-06-18,18.370813369750977
2009-06-19,19.120641708374023
2009-06-22,17.37103271484375
2009-06-23,17.620986938476562
2009-06-24,17.745952606201172
2009-06-25,18.245847702026367
2009-06-26,18.245847702026367
2009-06-29,16.621212005615234
2009-06-30,14.496698379516602
2009-07-01,11.297426223754883
2009-07-02,11.403653144836426
2009-07-06,10.116445541381836
2009-07-07,8.591792106628418
2009-07-08,8.185636520385742
2009-07-09,5.923650741577148
2009-07-10,7.335829257965088
2009-07-13,9.10417652130127
2009-07-14,8.947958946228027
2009-07-15,8.885477066040039
2009-07-16,7.966935157775879
2009-07-17,8.448075294494629
2009-07-20,8.41058349609375
2009-07-21,8.323103904724121
2009-07-22,8.198131561279297
2009-07-23,7.9106974601745605
2009-07-24,7.785726070404053
2009-07-27,8.123147964477539
2009-07-28,8.341850280761719
2009-07-29,8.15439224243164
2009-07-30,8.204383850097656
2009-07-31,8.210628509521484
2009-08-03,8.498064041137695
2009-08-04,8.448075294494629
2009-08-05,13.746869087219238
2009-08-06,14.078047752380371
2009-08-07,16.958635330200195
2009-08-10,17.93341064453125
2009-08-11,15.571452140808105
2009-08-12,15.827646255493164
2009-08-13,15.633941650390625
2009-08-14,15.227782249450684
2009-08-17,14.634163856506348
2009-08-18,15.340250968933105
2009-08-19,16.646207809448242
2009-08-20,20.182891845703125
2009-08-21,20.526573181152344
2009-08-24,21.15143394470215
2009-08-25,21.226415634155273
2009-08-26,23.550884246826172
2009-08-27,29.893184661865234
2009-08-28,31.386598587036133
2009-08-31,28.324800491333008
2009-09-01,22.494874954223633
2009-09-02,23.713348388671875
2009-09-03,26.087806701660156
2009-09-04,25.02554702758789
2009-09-08,22.40114974975586
2009-09-09,24.300716400146484
2009-09-10,23.650859832763672
2009-09-11,23.46339988708496
2009-09-14,25.68790054321289
2009-09-15,24.244470596313477
2009-09-16,25.194257736206055
2009-09-17,24.638132095336914
2009-09-18,24.938066482543945
2009-09-21,30.243112564086914
2009-09-22,28.618480682373047
2009-09-23,29.187089920043945
2009-09-24,28.11859130859375
2009-09-25,27.868642807006836
2009-09-28,28.830928802490234
2009-09-29,28.256061553955078
2009-09-30,27.562471389770508
2009-10-01,25.556682586669922
2009-10-02,26.91886329650879
2009-10-05,26.71267318725586
2009-10-06,28.01236915588379
2009-10-07,28.680973052978516
2009-10-08,27.3375186920166
2009-10-09,27.63119125366211
2009-10-12,27.743684768676758
2009-10-13,27.824914932250977
2009-10-14,27.749921798706055
2009-10-15,27.874902725219727
2009-10-16,26.993846893310547
2009-10-19,25.725391387939453
2009-10-20,25.26299476623535
2009-10-21,24.388185501098633
2009-10-22,25.925350189208984
2009-10-23,24.306964874267578
2009-10-26,22.651094436645508
2009-10-27,21.25140380859375
2009-10-28,22.076223373413086
2009-10-29,22.651094436645508
2009-10-30,21.007715225219727
2009-11-02,21.438861846923828
2009-11-03,24.50691032409668
2009-11-04,22.619844436645508
2009-11-05,24.54440689086914
2009-11-06,22.169952392578125
2009-11-09,22.607345581054688
2009-11-10,23.4884033203125
2009-11-11,22.963520050048828
2009-11-12,22.657333374023438
2009-11-13,22.73856544494629
2009-11-16,22.338661193847656
2009-11-17,22.557355880737305
2009-11-18,22.594852447509766
2009-11-19,22.28241729736328
2009-11-20,21.93250274658203
2009-11-23,22.044973373413086
2009-11-24,21.870018005371094
2009-11-25,21.670061111450195
2009-11-27,20.807754516601562
2009-11-30,17.745952606201172
2009-12-01,19.27060317993164
2009-12-02,19.489307403564453
2009-12-03,18.676990509033203
2009-12-04,18.82071304321289
