Date,F
2023-11-28,8.815289497375488
2023-11-29,9.002307891845703
2023-11-30,8.721781730651855
2023-12-01,8.993806838989258
2023-12-04,9.09581470489502
2023-12-05,9.010807991027832
2023-12-06,9.087312698364258
2023-12-07,9.197824478149414
2023-12-08,9.359336853027344
2023-12-11,9.410344123840332
2023-12-12,9.48685073852539
2023-12-13,9.554854393005371
2023-12-14,10.26891803741455
2023-12-15,10.217914581298828
2023-12-18,10.14140796661377
2023-12-19,10.217914581298828
2023-12-20,10.030899047851562
2023-12-21,10.489938735961914
2023-12-22,10.498440742492676
2023-12-26,10.58344841003418
2023-12-27,10.532442092895508
2023-12-28,10.489938735961914
2023-12-29,10.362427711486816
2024-01-02,10.336925506591797
2024-01-03,9.954391479492188
2024-01-04,9.928888320922852
2024-01-05,10.073402404785156
2024-01-08,10.175413131713867
2024-01-09,10.064902305603027
2024-01-10,10.056401252746582
2024-01-11,9.954391479492188
2024-01-12,9.74187183380127
2024-01-16,9.74187183380127
2024-01-17,9.58035945892334
2024-01-18,9.342336654663086
2024-01-19,9.520853042602539
2024-01-22,9.520853042602539
2024-01-23,9.665365219116211
2024-01-24,9.37633991241455
2024-01-25,9.63986587524414
2024-01-26,9.682366371154785
2024-01-29,9.818379402160645
2024-01-30,10.013896942138672
2024-01-31,9.96289348602295
2024-02-01,10.285922050476074
2024-02-02,10.319925308227539
2024-02-05,9.852381706237793
2024-02-06,10.260419845581055
2024-02-07,10.880973815917969
2024-02-08,10.906476974487305
2024-02-09,10.778965950012207
2024-02-12,11.033987998962402
2024-02-13,10.778965950012207
2024-02-14,10.676957130432129
2024-02-15,10.930130958557129
2024-02-16,10.738068580627441
2024-02-20,10.694416999816895
2024-02-21,10.59838581085205
2024-02-22,10.580924987792969
2024-02-23,10.59838581085205
2024-02-26,10.432511329650879
2024-02-27,10.476162910461426
2024-02-28,10.738068580627441
2024-02-29,10.860289573669434
2024-03-01,10.869019508361816
2024-03-04,11.1221923828125
2024-03-05,10.982510566711426
2024-03-06,10.807909965515137
2024-03-07,10.834098815917969
2024-03-08,10.633306503295898
2024-03-11,10.57219409942627
2024-03-12,10.57219409942627
2024-03-13,10.799178123474121
2024-03-14,10.546003341674805
2024-03-15,10.528545379638672
2024-03-18,10.633306503295898
2024-03-19,10.738068580627441
2024-03-20,11.261874198913574
2024-03-21,11.279335021972656
2024-03-22,11.27060604095459
2024-03-25,11.261874198913574
2024-03-26,10.860289573669434
2024-03-27,11.401557922363281
2024-03-28,11.593620300292969
2024-04-01,11.602351188659668
2024-04-02,11.593620300292969
2024-04-03,11.916635513305664
2024-04-04,11.532509803771973
2024-04-05,11.593620300292969
2024-04-08,11.707111358642578
2024-04-09,11.820605278015137
2024-04-10,11.401557922363281
2024-04-11,11.384098052978516
2024-04-12,11.00870132446289
2024-04-15,10.676956176757812
2024-04-16,10.55473518371582
2024-04-17,10.511083602905273
2024-04-18,10.528545379638672
2024-04-19,10.59838581085205
2024-04-22,11.244415283203125
2024-04-23,11.296795845031738
2024-04-24,11.305526733398438
2024-04-25,11.384098052978516
2024-04-26,11.165844917297363
2024-04-29,11.1309232711792
2024-04-30,10.607115745544434
2024-05-01,10.65076732635498
2024-05-02,10.903940200805664
