Date,GE
2022-12-07,52.02771759033203
2022-12-08,51.18916320800781
2022-12-09,49.854801177978516
2022-12-12,50.93207931518555
2022-12-13,50.73008346557617
2022-12-14,49.915218353271484
2022-12-15,48.28548049926758
2022-12-16,47.57477569580078
2022-12-19,47.82596969604492
2022-12-20,49.21676254272461
2022-12-21,50.840370178222656
2022-12-22,50.09901428222656
2022-12-23,50.11128234863281
2022-12-27,50.75459289550781
2022-12-28,50.221553802490234
2022-12-29,51.312137603759766
2022-12-30,51.336639404296875
2023-01-03,52.06573486328125
2023-01-04,55.09618377685547
2023-01-05,55.951663970947266
2023-01-06,56.46181869506836
2023-01-09,57.03474807739258
2023-01-10,59.07535171508789
2023-01-11,60.974674224853516
2023-01-12,61.892948150634766
2023-01-13,62.944644927978516
2023-01-17,63.172245025634766
2023-01-18,62.2147331237793
2023-01-19,60.32325744628906
2023-01-20,60.96683120727539
2023-01-23,62.60715866088867
2023-01-24,63.337066650390625
2023-01-25,63.4077033996582
2023-01-26,63.68239974975586
2023-01-27,65.32272338867188
2023-01-30,63.43909454345703
2023-01-31,63.16439437866211
2023-02-01,64.6085205078125
2023-02-02,65.87996673583984
2023-02-03,64.32595825195312
2023-02-06,64.63207244873047
2023-02-07,64.44369506835938
2023-02-08,64.32595825195312
2023-02-09,63.4077033996582
2023-02-10,63.80013656616211
2023-02-13,64.89105987548828
2023-02-14,65.56602478027344
2023-02-15,66.53137969970703
2023-02-16,65.96630859375
2023-02-17,65.1736068725586
2023-02-21,64.5614013671875
2023-02-22,65.29132080078125
2023-02-23,65.09510803222656
2023-02-24,65.5738754272461
2023-02-27,65.80148315429688
