Date,GL
2003-02-26,12.631146430969238
2003-02-27,12.94568157196045
2003-02-28,12.977846145629883
2003-03-03,12.999290466308594
2003-03-04,12.749093055725098
2003-03-05,12.79555892944336
2003-03-06,12.627574920654297
2003-03-07,12.734797477722168
2003-03-10,12.363082885742188
2003-03-11,11.90916633605957
2003-03-12,12.030684471130371
2003-03-13,12.402402877807617
2003-03-14,12.570382118225098
2003-03-17,13.070772171020508
2003-03-18,13.038603782653809
2003-03-19,13.149405479431152
2003-03-20,13.117236137390137
2003-03-21,13.396026611328125
2003-03-24,12.899210929870605
2003-03-25,13.092217445373535
2003-03-26,13.010013580322266
2003-03-27,12.934956550598145
2003-03-28,12.881339073181152
2003-03-31,12.79555892944336
2003-04-01,13.035632133483887
2003-04-02,13.236291885375977
2003-04-03,13.200460433959961
2003-04-04,13.36886978149414
2003-04-07,13.336623191833496
2003-04-08,13.29004192352295
2003-04-09,13.239870071411133
2003-04-10,13.322291374206543
2003-04-11,13.440531730651855
2003-04-14,13.766606330871582
2003-04-15,13.895602226257324
2003-04-16,13.601778984069824
2003-04-17,13.673437118530273
2003-04-21,13.530111312866211
2003-04-22,14.010258674621582
2003-04-23,14.010258674621582
2003-04-24,13.784523010253906
2003-04-25,13.601778984069824
2003-04-28,13.895602226257324
2003-04-29,13.834685325622559
2003-04-30,13.884848594665527
2003-05-01,13.917098045349121
2003-05-02,14.056844711303711
2003-05-05,13.859769821166992
2003-05-06,14.00309944152832
2003-05-07,13.888436317443848
2003-05-08,13.75943660736084
2003-05-09,13.945760726928711
2003-05-12,14.107012748718262
2003-05-13,14.07117748260498
2003-05-14,14.031758308410645
2003-05-15,13.974431037902832
2003-05-16,14.017427444458008
2003-05-19,13.809600830078125
2003-05-20,13.426199913024902
2003-05-21,13.476364135742188
2003-05-22,13.38320541381836
2003-05-23,13.365289688110352
2003-05-27,13.555191040039062
2003-05-28,13.630443572998047
2003-05-29,13.42978572845459
2003-05-30,13.838266372680664
2003-06-02,13.974431037902832
2003-06-03,13.662698745727539
2003-06-04,13.748692512512207
2003-06-05,13.745102882385254
2003-06-06,13.924263000488281
2003-06-09,13.65553092956543
2003-06-10,13.694941520690918
2003-06-11,13.938593864440918
2003-06-12,13.913522720336914
2003-06-13,13.773767471313477
2003-06-16,14.07117748260498
2003-06-17,13.949345588684082
2003-06-18,13.80243968963623
2003-06-19,13.587447166442871
2003-06-20,13.512200355529785
2003-06-23,13.347373962402344
2003-06-24,13.426199913024902
2003-06-25,13.236291885375977
2003-06-26,13.365289688110352
2003-06-27,13.171792984008789
2003-06-30,13.347373962402344
2003-07-01,13.426397323608398
2003-07-02,13.566474914550781
2003-07-03,13.530558586120605
2003-07-07,13.692184448242188
2003-07-08,13.846639633178711
2003-07-09,13.724522590637207
2003-07-10,13.605985641479492
2003-07-11,13.774800300598145
2003-07-14,13.878971099853516
2003-07-15,13.936431884765625
2003-07-16,13.88974380493164
2003-07-17,13.979537963867188
2003-07-18,14.062150955200195
2003-07-21,14.044191360473633
2003-07-22,13.975944519042969
2003-07-23,14.044191360473633
2003-07-24,14.241752624511719
2003-07-25,14.654810905456543
2003-07-28,14.654810905456543
2003-07-29,14.593741416931152
2003-07-30,14.604523658752441
2003-07-31,14.59733772277832
2003-08-01,14.435707092285156
2003-08-04,14.414153099060059
2003-08-05,14.403371810913086
2003-08-06,14.4500732421875
2003-08-07,14.493167877197266
2003-08-08,14.590155601501465
2003-08-11,14.50035285949707
2003-08-12,14.755379676818848
2003-08-13,14.615302085876465
2003-08-14,14.723060607910156
2003-08-15,14.70150375366211
2003-08-18,14.798481941223145
2003-08-19,14.762566566467285
2003-08-20,14.755379676818848
2003-08-21,14.604523658752441
2003-08-22,14.460851669311523
2003-08-25,14.435707092285156
2003-08-26,14.565013885498047
2003-08-27,14.417749404907227
2003-08-28,14.464442253112793
2003-08-29,14.496770858764648
2003-09-02,15.021188735961914
2003-09-03,14.960108757019043
2003-09-04,15.031952857971191
2003-09-05,15.010417938232422
2003-09-08,15.071457862854004
2003-09-09,15.107386589050293
2003-09-10,15.031952857971191
2003-09-11,15.017595291137695
2003-09-12,15.021188735961914
2003-09-15,15.057097434997559
2003-09-16,15.046319961547852
2003-09-17,14.873913764953613
2003-09-18,14.988847732543945
2003-09-19,14.963715553283691
2003-09-22,14.820033073425293
2003-09-23,14.870325088500977
2003-09-24,14.787707328796387
2003-09-25,14.669179916381836
2003-09-26,14.615302085876465
2003-09-29,14.669179916381836
2003-09-30,14.59733772277832
2003-10-01,14.964713096618652
2003-10-02,14.964713096618652
2003-10-03,15.007916450500488
2003-10-06,15.058353424072266
2003-10-07,15.108771324157715
2003-10-08,15.083553314208984
2003-10-09,15.058353424072266
2003-10-10,15.126775741577148
2003-10-13,15.299654006958008
