Date,RL
2015-03-06,105.91314697265625
2015-03-09,106.65975189208984
2015-03-10,104.7330093383789
2015-03-11,102.48521423339844
2015-03-12,104.74909973144531
2015-03-13,104.37177276611328
2015-03-16,104.1229019165039
2015-03-17,103.64125061035156
2015-03-18,106.210205078125
2015-03-19,106.48314666748047
2015-03-20,106.91665649414062
2015-03-23,107.47057342529297
2015-03-24,107.35823059082031
2015-03-25,107.0600357055664
2015-03-26,106.3428726196289
2015-03-27,105.73849487304688
2015-03-30,106.58460235595703
2015-03-31,105.9641342163086
2015-04-01,106.93112182617188
2015-04-02,108.5185546875
2015-04-06,111.05683135986328
2015-04-07,112.16082763671875
2015-04-08,112.36229705810547
2015-04-09,113.0230712890625
2015-04-10,111.29859924316406
2015-04-13,110.82318878173828
2015-04-14,110.46863555908203
2015-04-15,110.85540771484375
2015-04-16,110.65396118164062
2015-04-17,107.80136108398438
2015-04-20,110.35582733154297
2015-04-21,109.54999542236328
2015-04-22,109.904541015625
2015-04-23,110.69424438476562
2015-04-24,109.9690170288086
2015-04-27,109.3485107421875
2015-04-28,108.67163848876953
2015-04-29,108.03507232666016
2015-04-30,107.50325775146484
2015-05-01,109.68701934814453
2015-05-04,109.54999542236328
2015-05-05,109.10679626464844
2015-05-06,107.93032836914062
2015-05-07,108.0431137084961
2015-05-08,108.29293060302734
2015-05-11,108.49435424804688
2015-05-12,107.33399963378906
2015-05-13,104.09465026855469
2015-05-14,106.11725616455078
2015-05-15,107.26148223876953
2015-05-18,106.79410552978516
2015-05-19,105.31949615478516
2015-05-20,105.87548065185547
2015-05-21,105.9883041381836
2015-05-22,107.19702911376953
2015-05-26,103.49837493896484
2015-05-27,103.353271484375
2015-05-28,106.24617767333984
2015-05-29,105.07772827148438
2015-06-01,106.04471588134766
2015-06-02,109.08260345458984
2015-06-03,110.28324890136719
2015-06-04,110.46058654785156
2015-06-05,110.4766616821289
2015-06-08,109.93681335449219
2015-06-09,109.8400650024414
2015-06-10,109.25184631347656
2015-06-11,109.40494537353516
