Date,BALL
2004-02-06,6.513054847717285
2004-02-09,6.511038303375244
2004-02-10,6.514063835144043
2004-02-11,6.532217979431152
2004-02-12,6.545331954956055
2004-02-13,6.465648651123047
2004-02-17,6.463628768920898
2004-02-18,6.474724769592285
2004-02-19,6.526168346405029
2004-02-20,6.46262264251709
2004-02-23,6.444464206695557
2004-02-24,6.49086332321167
2004-02-25,6.465648651123047
2004-02-26,6.484857559204102
2004-02-27,6.528332233428955
2004-03-01,6.597082614898682
2004-03-02,6.556639671325684
2004-03-03,6.571807384490967
2004-03-04,6.579894542694092
2004-03-05,6.688075065612793
2004-03-08,6.715375900268555
2004-03-09,6.699201583862305
2004-03-10,6.679989337921143
2004-03-11,6.5910162925720215
2004-03-12,6.6597676277160645
2004-03-15,6.561697483062744
2004-03-16,6.5819172859191895
2004-03-17,6.5910162925720215
2004-03-18,6.526309967041016
2004-03-19,6.603148937225342
2004-03-22,6.394873142242432
2004-03-23,6.539454460144043
2004-03-24,6.584949970245361
2004-03-25,6.723462104797363
2004-03-26,6.783117294311523
2004-03-29,6.854899883270264
2004-03-30,6.920618534088135
2004-03-31,6.852877140045166
2004-04-01,6.927696704864502
2004-04-02,7.015655517578125
2004-04-05,7.036887168884277
2004-04-06,7.127881050109863
2004-04-07,7.057105541229248
2004-04-08,7.069241046905518
2004-04-12,7.1501240730285645
2004-04-13,7.0894622802734375
2004-04-14,7.031831741333008
2004-04-15,7.056097984313965
2004-04-16,7.046998500823975
2004-04-19,7.041943073272705
2004-04-20,7.041943073272705
2004-04-21,6.991391658782959
2004-04-22,7.147092342376709
2004-04-23,7.088451385498047
2004-04-26,7.056097984313965
2004-04-27,7.041943073272705
2004-04-28,6.897363662719727
2004-04-29,6.644601821899414
2004-04-30,6.672912120819092
2004-05-03,6.758853435516357
2004-05-04,6.7173991203308105
2004-05-05,6.647634506225586
2004-05-06,6.511143684387207
2004-05-07,6.200753211975098
2004-05-10,6.335222244262695
2004-05-11,6.3908281326293945
2004-05-12,6.5445098876953125
2004-05-13,6.626403331756592
2004-05-14,6.608200550079346
2004-05-17,6.447448253631592
2004-05-18,6.575850963592529
2004-05-19,6.527318000793457
2004-05-20,6.576860427856445
2004-05-21,6.574840545654297
2004-05-24,6.632471561431885
2004-05-25,6.667858123779297
2004-05-26,6.707286834716797
2004-05-27,6.8015289306640625
2004-05-28,6.922112464904785
2004-06-01,6.8461127281188965
2004-06-02,6.8957672119140625
2004-06-03,6.85624885559082
2004-06-04,6.94237756729126
2004-06-07,7.11464786529541
2004-06-08,7.093367576599121
2004-06-09,7.041688919067383
2004-06-10,7.072089195251465
2004-06-14,7.019394397735596
2004-06-15,7.026485919952393
2004-06-16,7.014331340789795
2004-06-17,7.035607814788818
2004-06-18,7.159237384796143
2004-06-21,7.123772144317627
2004-06-22,7.180516719818115
2004-06-23,7.243340969085693
2004-06-24,7.203822135925293
2004-06-25,7.250436782836914
2004-06-28,7.188622951507568
2004-06-29,7.250436782836914
2004-06-30,7.301100730895996
2004-07-01,7.226114273071289
2004-07-02,7.17038106918335
2004-07-06,7.307182788848877
2004-07-07,7.361907005310059
2004-07-08,7.256516933441162
2004-07-09,7.200786590576172
2004-07-12,7.255502223968506
2004-07-13,7.336572170257568
2004-07-14,7.361907005310059
2004-07-15,7.432837963104248
2004-07-16,7.436891078948975
2004-07-19,7.323398590087891
2004-07-20,7.302112579345703
2004-07-21,7.154167175292969
2004-07-22,7.102487564086914
2004-07-23,7.09539794921875
2004-07-26,6.967717170715332
2004-07-27,7.050808906555176
2004-07-28,7.194705009460449
2004-07-29,7.337586402893066
2004-07-30,7.314277172088623
2004-08-02,7.389266014099121
2004-08-03,7.450067043304443
2004-08-04,7.448036193847656
2004-08-05,7.376094341278076
2004-08-06,7.262596607208252
2004-08-09,7.3345417976379395
2004-08-10,7.403452396392822
2004-08-11,7.382173538208008
2004-08-12,7.29603385925293
2004-08-13,7.314277172088623
2004-08-16,7.38622522354126
2004-08-17,7.452088832855225
2004-08-18,7.5402512550354
2004-08-19,7.4835076332092285
2004-08-20,7.556463718414307
2004-08-23,7.509851932525635
2004-08-24,7.595981597900391
2004-08-25,7.531130313873291
2004-08-26,7.535187721252441
2004-08-27,7.520998954772949
2004-08-30,7.516934394836426
2004-08-31,7.58806037902832
2004-09-01,7.620573043823242
2004-09-02,7.636828422546387
2004-09-03,7.6429290771484375
2004-09-07,7.640895366668701
2004-09-08,7.770951747894287
2004-09-09,7.4986491203308105
2004-09-10,7.3848395347595215
2004-09-13,7.437676906585693
2004-09-14,7.510834693908691
2004-09-15,7.295428276062012
2004-09-16,7.433614253997803
2004-09-17,7.40313196182251
2004-09-20,7.323876857757568
2004-09-21,7.295428276062012
2004-09-22,7.285268783569336
2004-09-23,7.143019676208496
2004-09-24,7.305586338043213
2004-09-27,7.340137481689453
2004-09-28,7.40109920501709
2004-09-29,7.362488269805908
2004-09-30,7.606348037719727
2004-10-01,7.628699779510498
2004-10-04,7.663248062133789
2004-10-05,7.720147132873535
2004-10-06,7.840048313140869
2004-10-07,7.740469932556152
2004-10-08,7.6429290771484375
2004-10-11,7.636828422546387
2004-10-12,7.569769382476807
2004-10-13,7.409229755401611
2004-10-14,7.551476955413818
2004-10-15,7.6551194190979
2004-10-18,7.630730152130127
2004-10-19,7.514901161193848
2004-10-20,7.644953727722168
2004-10-21,7.748597145080566
2004-10-22,7.661212921142578
2004-10-25,7.65105676651001
2004-10-26,7.649027347564697
2004-10-27,7.646989822387695
2004-10-28,8.142839431762695
2004-10-29,8.098132133483887
2004-11-01,8.220060348510742
2004-11-02,8.155033111572266
2004-11-03,8.246475219726562
2004-11-04,8.457819938659668
2004-11-05,8.537071228027344
2004-11-08,8.506595611572266
2004-11-09,8.596007347106934
2004-11-10,8.587876319885254
2004-11-11,8.667128562927246
2004-11-12,8.758578300476074
2004-11-15,8.746383666992188
2004-11-16,8.711840629577637
2004-11-17,8.744355201721191
2004-11-18,8.738253593444824
2004-11-19,8.707771301269531
2004-11-22,8.809382438659668
2004-11-23,8.68948745727539
2004-11-24,8.79921817779541
2004-11-26,8.910989761352539
2004-11-29,8.89673137664795
2004-11-30,9.110595703125
2004-12-01,9.05356502532959
2004-12-02,8.955796241760254
2004-12-03,8.892658233642578
2004-12-06,8.682870864868164
2004-12-07,8.864142417907715
2004-12-08,8.937469482421875
2004-12-09,8.84581184387207
2004-12-10,8.870254516601562
2004-12-13,9.086153984069824
2004-12-14,9.108562469482422
2004-12-15,9.15337085723877
2004-12-16,9.061714172363281
2004-12-17,8.855996131896973
2004-12-20,9.012826919555664
2004-12-21,9.06985855102539
2004-12-22,9.031159400939941
2004-12-23,9.008752822875977
2004-12-27,8.963946342468262
2004-12-28,8.984317779541016
2004-12-29,8.994497299194336
2004-12-30,8.982278823852539
2004-12-31,8.95783519744873
2005-01-03,8.835628509521484
2005-01-04,8.835628509521484
2005-01-05,8.625838279724121
2005-01-06,8.695091247558594
2005-01-07,8.627874374389648
2005-01-10,8.63602352142334
2005-01-11,8.542332649230957
2005-01-12,8.523998260498047
2005-01-13,8.627874374389648
2005-01-14,8.707310676574707
2005-01-18,8.778597831726074
2005-01-19,8.792859077453613
2005-01-20,8.60750675201416
2005-01-21,8.71545696258545
2005-01-24,8.615655899047852
2005-01-25,8.55455207824707
2005-01-26,8.515848159790039
2005-01-27,8.621767044067383
2005-01-28,8.471043586730957
2005-01-31,8.701201438903809
2005-02-01,8.815256118774414
2005-02-02,8.961908340454102
2005-02-03,8.970053672790527
2005-02-04,8.951727867126465
2005-02-07,8.951727867126465
2005-02-08,8.972095489501953
2005-02-09,8.843772888183594
2005-02-10,8.917098999023438
2005-02-11,8.978203773498535
2005-02-14,8.976166725158691
2005-02-15,8.976166725158691
2005-02-16,9.10041332244873
2005-02-17,9.0881929397583
2005-02-18,9.12485122680664
2005-02-22,8.915063858032227
2005-02-23,8.894693374633789
2005-02-24,9.016902923583984
2005-02-25,9.094476699829102
2005-02-28,9.063855171203613
2005-03-01,8.935248374938965
2005-03-02,9.0311918258667
2005-03-03,9.061814308166504
2005-03-04,9.327197074890137
2005-03-07,9.363941192626953
2005-03-08,9.331275939941406
2005-03-09,9.331275939941406
2005-03-10,9.253705978393555
2005-03-11,9.27411937713623
2005-03-14,9.327197074890137
2005-03-15,9.206754684448242
2005-03-16,9.182258605957031
2005-03-17,9.292491912841797
2005-03-18,9.312906265258789
2005-03-21,9.257789611816406
2005-03-22,9.114892959594727
2005-03-23,9.110811233520508
2005-03-24,9.055691719055176
2005-03-28,8.969948768615723
2005-03-29,8.78418254852295
2005-03-30,8.435102462768555
2005-03-31,8.467761993408203
2005-04-01,8.504510879516602
2005-04-04,8.404475212097168
2005-04-05,8.290164947509766
2005-04-06,8.333035469055176
2005-04-07,8.420809745788574
2005-04-08,8.337116241455078
2005-04-11,8.037027359008789
2005-04-12,8.379985809326172
2005-04-13,8.14726448059082
2005-04-14,8.006406784057617
2005-04-15,7.9002532958984375
2005-04-18,7.859425067901611
2005-04-19,8.12889289855957
2005-04-20,8.045191764831543
2005-04-21,8.263625144958496
2005-04-22,8.220757484436035
2005-04-25,8.30853271484375
2005-04-26,7.9614996910095215
2005-04-27,8.112554550170898
2005-04-28,7.957407474517822
2005-04-29,8.06356430053711
2005-05-02,8.026822090148926
2005-05-03,8.086019515991211
2005-05-04,8.12276554107666
2005-05-05,7.957407474517822
2005-05-06,7.9982380867004395
2005-05-09,8.043150901794434
2005-05-10,7.859425067901611
2005-05-11,7.9410786628723145
2005-05-12,7.634869575500488
2005-05-13,7.534839630126953
2005-05-16,7.604246139526367
2005-05-17,7.583836555480957
2005-05-18,7.730815410614014
2005-05-19,7.594042778015137
2005-05-20,7.571584701538086
2005-05-23,7.726736068725586
2005-05-24,7.7471537590026855
2005-05-25,7.659365177154541
2005-05-26,7.736936569213867
2005-05-27,7.769687652587891
2005-05-31,7.68577241897583
2005-06-01,7.691909313201904
2005-06-02,7.698052883148193
2005-06-03,7.68577241897583
2005-06-06,7.736937522888184
2005-06-07,7.69395637512207
2005-06-08,7.68577241897583
2005-06-09,7.681675434112549
2005-06-10,7.671441078186035
2005-06-13,7.853605270385742
2005-06-14,7.880215644836426
